priogrid_gid,year,month,best,low,high,hist_mean,honest_sigma,tight_classical,honest_classical,tight_parametric,honest_parametric,tight_bs,honest_bs,tight_bounds,honest_bounds,tight_rvi,honest_rvi,tight_rvi_bs,honest_rvi_bs
81037.0,2024.0,9.0,1.0,1.0,1.0,3.0999999046325684,0.8853132858816031,0.01190389351167627,0.23758110801600896,0.06974140018485883,0.0709796364191827,0.33940014056122564,0.32559167384117993,,,0.38007780828343246,0.1357928319194109,1.2866446636930307,1.0126449982517103
86822.0,2020.0,4.0,1.0,1.0,1.0,2.1724138259887695,0.7623239750697526,0.01165723791603862,0.1921493553179614,0.06972850790754367,0.03772602049791137,0.3247657974457971,0.2838312584234187,,,0.3791067449056938,0.17621797776838438,1.1711050978631863,0.9756647141659289
91856.0,2020.0,8.0,1.0,1.0,1.0,2.375,0.7582764574489372,0.011761088846778556,0.1958381293172491,0.06967504793996188,0.04141915494214034,0.3038202497589781,0.27674066295162364,,,0.3798151816195203,0.15478110906638343,1.3657509707458093,1.0930911514018353
91857.0,2020.0,3.0,1.0,1.0,1.0,5.7272725105285645,0.9973514840502393,0.011885118278593433,0.2698223484208485,0.06957997470993436,0.09677418361417749,0.2707059138178058,0.32230960444154,,,0.37814563866464224,0.12863098829579483,1.2257173266436134,0.9775840504447153
91857.0,2020.0,4.0,1.0,1.0,1.0,5.7272725105285645,0.9973514840502393,0.011632640879628224,0.27463018000555917,0.06984272932009263,0.10042953822035097,0.28228155655692555,0.33248775686075766,,,0.37911954902326417,0.11673796936342147,1.1376116716983782,0.9157987509567579
91857.0,2023.0,8.0,1.0,1.0,1.0,5.7272725105285645,0.9973514840502393,0.011689847529893941,0.2771112187831395,0.06967784036752134,0.10272144710817742,0.3169538318817107,0.34056638144934354,,,0.3772209073414017,0.11938457672278976,1.3104375633155347,1.0470558254961637
92579.0,2024.0,3.0,1.0,1.0,1.0,2.75,0.8588358068517982,0.011632314138535643,0.21572571478765012,0.06959391952071824,0.05668673934754191,0.31370503477084266,0.2978804851651066,,,0.37824591138893326,0.1516312289198053,1.1517087044493954,0.9395352282736604
92585.0,2024.0,10.0,1.0,1.0,1.0,10.75,0.9478936120213207,0.011544474708481012,0.24168082870117724,0.06998782009394879,0.07418053454471692,0.3078119645553488,0.31482382151022476,,,0.3796633088423575,0.14255002748495935,1.1118029891980807,0.9038018952970711
92585.0,2024.0,11.0,3.0,3.0,3.0,10.75,0.9478936120213207,0.03590947804866085,0.7068726886318495,0.20781050010272026,0.21334969582861965,0.9526755769473815,0.9354706198341266,,,0.39582873021441534,0.23821917915949042,1.4670028691760777,1.2819357840483667
92585.0,2024.0,12.0,1.0,1.0,1.0,10.75,0.9478936120213207,0.012133372963530328,0.25302295864624613,0.06935820539170087,0.0825410036443101,0.288494378566972,0.31263129917973675,,,0.37861162063404363,0.1343170956430536,1.2502563332360277,0.9956549010867046
